Pattern String,Frequency,Sequence Support,Average Pattern Frequency,Proportional Pattern Frequency
CEF,24,0.333333333,1,5.39E-04
BEB,31,0.333333333,1.291666667,6.96E-04
BED,50,0.333333333,2.083333333,0.001122007
HCB,10,0.333333333,0.416666667,2.24E-04
FFH,10,0.333333333,0.416666667,2.24E-04
DCH,12,0.333333333,0.5,2.69E-04
EFE,28,0.333333333,1.166666667,6.28E-04
CBH,11,0.333333333,0.458333333,2.47E-04
CBG,21,0.333333333,0.875,4.71E-04
DDH,29,0.333333333,1.208333333,6.51E-04
DEF,20,0.333333333,0.833333333,4.49E-04
BFFF,10,0.333333333,0.416666667,2.25E-04
CEEF,11,0.333333333,0.458333333,2.47E-04
CEEE,13,0.333333333,0.541666667,2.92E-04
DHHH,31,0.333333333,1.291666667,6.96E-04
BBFD,12,0.333333333,0.5,2.69E-04
BBGG,20,0.333333333,0.833333333,4.49E-04
DDHH,24,0.333333333,1,5.39E-04
HHHE,10,0.333333333,0.416666667,2.25E-04
FBBC,23,0.333333333,0.958333333,5.16E-04
HHHD,21,0.333333333,0.875,4.71E-04
FFHH,9,0.333333333,0.375,2.02E-04
BCBD,9,0.333333333,0.375,2.02E-04
BCEC,15,0.333333333,0.625,3.37E-04
DEBB,32,0.333333333,1.333333333,7.18E-04
BCEE,12,0.333333333,0.5,2.69E-04
DEDD,37,0.333333333,1.541666667,8.31E-04
CBBE,19,0.333333333,0.791666667,4.27E-04
CBGG,14,0.333333333,0.583333333,3.14E-04
FCBD,13,0.333333333,0.541666667,2.92E-04
DFCB,8,0.333333333,0.333333333,1.80E-04
DFFB,10,0.333333333,0.416666667,2.25E-04
CCED,17,0.333333333,0.708333333,3.82E-04
CCDF,12,0.333333333,0.5,2.69E-04
CCEE,36,0.333333333,1.5,8.08E-04
EEDC,11,0.333333333,0.458333333,2.47E-04
DBCC,13,0.333333333,0.541666667,2.92E-04
DBBF,13,0.333333333,0.541666667,2.92E-04
FDBB,13,0.333333333,0.541666667,2.92E-04
FDDC,14,0.333333333,0.583333333,3.14E-04
FDCC,10,0.333333333,0.416666667,2.25E-04
HBBB,17,0.333333333,0.708333333,3.82E-04
CDEE,16,0.333333333,0.666666667,3.59E-04
DCBD,25,0.333333333,1.041666667,5.61E-04
DCED,20,0.333333333,0.833333333,4.49E-04
EBCD,9,0.333333333,0.375,2.02E-04
BFBB,16,0.333333333,0.666666667,3.59E-04
BFCC,17,0.333333333,0.708333333,3.82E-04
BFCB,13,0.333333333,0.541666667,2.92E-04
BFDD,11,0.333333333,0.458333333,2.47E-04
FFCDD,13,0.333333333,0.541666667,2.92E-04
CFDDD,16,0.333333333,0.666666667,3.59E-04
BDDBB,24,0.333333333,1,5.39E-04
BDDCC,10,0.333333333,0.416666667,2.25E-04
CEBBB,11,0.333333333,0.458333333,2.47E-04
ECBBC,13,0.333333333,0.541666667,2.92E-04
BBBBF,10,0.333333333,0.416666667,2.25E-04
ECCDD,14,0.333333333,0.583333333,3.15E-04
BBCDB,14,0.333333333,0.583333333,3.15E-04
CDCCF,12,0.333333333,0.5,2.70E-04
CDDDE,17,0.333333333,0.708333333,3.82E-04
EBBBE,16,0.333333333,0.666666667,3.59E-04
BBCFC,21,0.333333333,0.875,4.72E-04
CCDDE,16,0.333333333,0.666666667,3.59E-04
DDBBD,17,0.333333333,0.708333333,3.82E-04
DDBBC,13,0.333333333,0.541666667,2.92E-04
FCCDC,11,0.333333333,0.458333333,2.47E-04
FCCDD,17,0.333333333,0.708333333,3.82E-04
CBCDC,30,0.333333333,1.25,6.74E-04
DDCCF,13,0.333333333,0.541666667,2.92E-04
HHHCD,12,0.333333333,0.5,2.70E-04
HHHDD,11,0.333333333,0.458333333,2.47E-04
FCDDC,12,0.333333333,0.5,2.70E-04
HHHHD,14,0.333333333,0.583333333,3.15E-04
HHHHF,12,0.333333333,0.5,2.70E-04
DDDEC,13,0.333333333,0.541666667,2.92E-04
DDEED,16,0.333333333,0.666666667,3.59E-04
DDEEB,12,0.333333333,0.5,2.70E-04
DDECC,9,0.333333333,0.375,2.02E-04
DDFFD,11,0.333333333,0.458333333,2.47E-04
DCDCD,12,0.333333333,0.5,2.70E-04
FFBBB,21,0.333333333,0.875,4.72E-04
EEEDD,13,0.333333333,0.541666667,2.92E-04
DCEEC,9,0.333333333,0.375,2.02E-04
DBBBD,18,0.333333333,0.75,4.04E-04
CFCDD,13,0.333333333,0.541666667,2.92E-04
BBBDDB,20,0.333333333,0.833333333,4.50E-04
BBCDDD,12,0.333333333,0.5,2.70E-04
FDDDDD,12,0.333333333,0.5,2.70E-04
BBCCBB,14,0.333333333,0.583333333,3.15E-04
BBCCCB,10,0.333333333,0.416666667,2.25E-04
CDCCCC,18,0.333333333,0.75,4.05E-04
CCCCCC,56,0.333333333,2.333333333,0.001258682
CDDCBB,10,0.333333333,0.416666667,2.25E-04
CCBCFC,11,0.333333333,0.458333333,2.47E-04
CBCFCC,9,0.333333333,0.375,2.02E-04
CCDCCC,19,0.333333333,0.791666667,4.27E-04
DDCCCC,12,0.333333333,0.5,2.70E-04
CCDDCB,9,0.333333333,0.375,2.02E-04
DDDCBB,13,0.333333333,0.541666667,2.92E-04
BBHHHH,15,0.333333333,0.625,3.37E-04
DDDDCB,13,0.333333333,0.541666667,2.92E-04
EEDDDD,13,0.333333333,0.541666667,2.92E-04
DCCBBC,10,0.333333333,0.416666667,2.25E-04
DCDDCC,13,0.333333333,0.541666667,2.92E-04
DCDDDD,17,0.333333333,0.708333333,3.82E-04
DCCDDD,14,0.333333333,0.583333333,3.15E-04
CFCCBB,8,0.333333333,0.333333333,1.80E-04
CFCCCC,10,0.333333333,0.416666667,2.25E-04
DDDBBBB,25,0.333333333,1.041666667,5.62E-04
BDDDDDD,15,0.333333333,0.625,3.37E-04
BBBBBDD,28,0.333333333,1.166666667,6.30E-04
FHHHHHH,10,0.333333333,0.416666667,2.25E-04
BBHHHHH,11,0.333333333,0.458333333,2.47E-04
BBBCCDD,12,0.333333333,0.5,2.70E-04
DDDDDBB,23,0.333333333,0.958333333,5.17E-04
GCB,18,0.291666667,0.75,4.04E-04
HEC,9,0.291666667,0.375,2.02E-04
EBF,10,0.291666667,0.416666667,2.24E-04
GGB,30,0.291666667,1.25,6.73E-04
GGD,11,0.291666667,0.458333333,2.47E-04
EFD,10,0.291666667,0.416666667,2.24E-04
CCH,16,0.291666667,0.666666667,3.59E-04
BFFD,11,0.291666667,0.458333333,2.47E-04
CEBC,11,0.291666667,0.458333333,2.47E-04
CEEB,16,0.291666667,0.666666667,3.59E-04
CEDE,13,0.291666667,0.541666667,2.92E-04
BBDF,10,0.291666667,0.416666667,2.25E-04
BBFB,12,0.291666667,0.5,2.69E-04
DDED,42,0.291666667,1.75,9.43E-04
FFDC,9,0.291666667,0.375,2.02E-04
DDFD,15,0.291666667,0.625,3.37E-04
DDEF,10,0.291666667,0.416666667,2.25E-04
FFEE,12,0.291666667,0.5,2.69E-04
ECDC,21,0.291666667,0.875,4.71E-04
HDDD,12,0.291666667,0.5,2.69E-04
CFDB,11,0.291666667,0.458333333,2.47E-04
BCFD,22,0.291666667,0.916666667,4.94E-04
BCFB,11,0.291666667,0.458333333,2.47E-04
DECB,22,0.291666667,0.916666667,4.94E-04
DEDE,17,0.291666667,0.708333333,3.82E-04
CBDC,28,0.291666667,1.166666667,6.29E-04
EDBB,12,0.291666667,0.5,2.69E-04
FGGG,8,0.291666667,0.333333333,1.80E-04
CBFC,17,0.291666667,0.708333333,3.82E-04
EDEC,10,0.291666667,0.416666667,2.25E-04
EDEE,16,0.291666667,0.666666667,3.59E-04
CBHH,9,0.291666667,0.375,2.02E-04
BDCE,7,0.291666667,0.291666667,1.57E-04
BDCC,21,0.291666667,0.875,4.71E-04
DFDD,20,0.291666667,0.833333333,4.49E-04
EEBE,17,0.291666667,0.708333333,3.82E-04
CCCE,39,0.291666667,1.625,8.76E-04
EEDE,14,0.291666667,0.583333333,3.14E-04
GGCB,10,0.291666667,0.416666667,2.25E-04
EECF,14,0.291666667,0.583333333,3.14E-04
DBDB,13,0.291666667,0.541666667,2.92E-04
BECB,10,0.291666667,0.416666667,2.25E-04
BEEE,11,0.291666667,0.458333333,2.47E-04
CDFB,8,0.291666667,0.333333333,1.80E-04
CDFF,12,0.291666667,0.5,2.69E-04
DCCE,19,0.291666667,0.791666667,4.27E-04
BFCD,8,0.291666667,0.333333333,1.80E-04
FFCBB,14,0.291666667,0.583333333,3.15E-04
BDDDB,18,0.291666667,0.75,4.04E-04
BDDCB,8,0.291666667,0.333333333,1.80E-04
BCCBD,8,0.291666667,0.333333333,1.80E-04
CFFCC,17,0.291666667,0.708333333,3.82E-04
EDDEC,9,0.291666667,0.375,2.02E-04
EDDDE,16,0.291666667,0.666666667,3.59E-04
BCBCD,15,0.291666667,0.625,3.37E-04
CEECC,15,0.291666667,0.625,3.37E-04
ECCBB,17,0.291666667,0.708333333,3.82E-04
CDCBC,19,0.291666667,0.791666667,4.27E-04
BCFFC,12,0.291666667,0.5,2.70E-04
DFBBB,9,0.291666667,0.375,2.02E-04
DHHHH,21,0.291666667,0.875,4.72E-04
BBBDE,9,0.291666667,0.375,2.02E-04
CDBBC,8,0.291666667,0.333333333,1.80E-04
BBDDC,16,0.291666667,0.666666667,3.59E-04
CCBBD,9,0.291666667,0.375,2.02E-04
DECDD,11,0.291666667,0.458333333,2.47E-04
CCCCF,12,0.291666667,0.5,2.70E-04
FDDDB,8,0.291666667,0.333333333,1.80E-04
HHCDD,10,0.291666667,0.416666667,2.25E-04
CCDBC,10,0.291666667,0.416666667,2.25E-04
FCBCB,8,0.291666667,0.333333333,1.80E-04
FCBCD,13,0.291666667,0.541666667,2.92E-04
DEEEE,12,0.291666667,0.5,2.70E-04
DDBCB,11,0.291666667,0.458333333,2.47E-04
CBBBH,7,0.291666667,0.291666667,1.57E-04
CBBCF,15,0.291666667,0.625,3.37E-04
DEEDD,15,0.291666667,0.625,3.37E-04
DEEBB,11,0.291666667,0.458333333,2.47E-04
FCCCB,9,0.291666667,0.375,2.02E-04
DDCED,17,0.291666667,0.708333333,3.82E-04
CBCCB,15,0.291666667,0.625,3.37E-04
CCFBB,9,0.291666667,0.375,2.02E-04
DDDFF,14,0.291666667,0.583333333,3.15E-04
DDDDF,14,0.291666667,0.583333333,3.15E-04
FBBCC,10,0.291666667,0.416666667,2.25E-04
DCBCC,9,0.291666667,0.375,2.02E-04
DDEDD,23,0.291666667,0.958333333,5.17E-04
DCBBD,12,0.291666667,0.5,2.70E-04
DDEEE,13,0.291666667,0.541666667,2.92E-04
DDEEC,10,0.291666667,0.416666667,2.25E-04
CFCDC,14,0.291666667,0.583333333,3.15E-04
ECDDDD,9,0.291666667,0.375,2.02E-04
BBCDDC,10,0.291666667,0.416666667,2.25E-04
BBCDBB,8,0.291666667,0.333333333,1.80E-04
CDCBBC,11,0.291666667,0.458333333,2.47E-04
BBCCCD,8,0.291666667,0.333333333,1.80E-04
CDDDCC,14,0.291666667,0.583333333,3.15E-04
BBBCDC,13,0.291666667,0.541666667,2.92E-04
BBBCDB,8,0.291666667,0.333333333,1.80E-04
BBBBBE,14,0.291666667,0.583333333,3.15E-04
BBBBEE,11,0.291666667,0.458333333,2.47E-04
CDCCDC,10,0.291666667,0.416666667,2.25E-04
CDCCDD,10,0.291666667,0.416666667,2.25E-04
BCFCCD,7,0.291666667,0.291666667,1.57E-04
CCCDDD,9,0.291666667,0.375,2.02E-04
HHHHDD,7,0.291666667,0.291666667,1.57E-04
HHHHCD,10,0.291666667,0.416666667,2.25E-04
CCCCDC,18,0.291666667,0.75,4.05E-04
CCCCBC,10,0.291666667,0.416666667,2.25E-04
BBCBBB,17,0.291666667,0.708333333,3.82E-04
CCBCDC,9,0.291666667,0.375,2.02E-04
CDDCCC,15,0.291666667,0.625,3.37E-04
CDDCCD,11,0.291666667,0.458333333,2.47E-04
BBDDBB,16,0.291666667,0.666666667,3.60E-04
CCBBCB,8,0.291666667,0.333333333,1.80E-04
FBBBBB,17,0.291666667,0.708333333,3.82E-04
DDCDDC,11,0.291666667,0.458333333,2.47E-04
CBBCCC,14,0.291666667,0.583333333,3.15E-04
CBBCCF,10,0.291666667,0.416666667,2.25E-04
CCDCBB,10,0.291666667,0.416666667,2.25E-04
CCDCCD,10,0.291666667,0.416666667,2.25E-04
DDCCCD,11,0.291666667,0.458333333,2.47E-04
CBBBCD,10,0.291666667,0.416666667,2.25E-04
DDCEED,7,0.291666667,0.291666667,1.57E-04
CCDDCC,18,0.291666667,0.75,4.05E-04
DDDCCD,12,0.291666667,0.5,2.70E-04
DDDCDD,13,0.291666667,0.541666667,2.92E-04
CBCBCC,7,0.291666667,0.291666667,1.57E-04
DDEEDD,10,0.291666667,0.416666667,2.25E-04
CBCDDC,12,0.291666667,0.5,2.70E-04
DDDDCE,12,0.291666667,0.5,2.70E-04
CBCCCB,9,0.291666667,0.375,2.02E-04
CCFCBB,7,0.291666667,0.291666667,1.57E-04
DCCCCD,9,0.291666667,0.375,2.02E-04
DCCCBB,7,0.291666667,0.291666667,1.57E-04
DCCCCC,14,0.291666667,0.583333333,3.15E-04
CFCCDC,8,0.291666667,0.333333333,1.80E-04
DCEEDD,8,0.291666667,0.333333333,1.80E-04
DBBBBC,7,0.291666667,0.291666667,1.57E-04
BBBHHH,13,0.291666667,0.541666667,2.92E-04
DCCDDDD,7,0.291666667,0.291666667,1.57E-04
CCBBBBC,7,0.291666667,0.291666667,1.57E-04
CCCBBBB,15,0.291666667,0.625,3.37E-04
BBBBCCD,11,0.291666667,0.458333333,2.47E-04
EEDDDDD,11,0.291666667,0.458333333,2.47E-04
BBBBBBD,21,0.291666667,0.875,4.72E-04
EBBBBBB,7,0.291666667,0.291666667,1.57E-04
BBDDDDD,18,0.291666667,0.75,4.05E-04
CCDCCCC,11,0.291666667,0.458333333,2.47E-04
BBCCBBB,10,0.291666667,0.416666667,2.25E-04
DDCDDDD,11,0.291666667,0.458333333,2.47E-04
DDDDBBB,16,0.291666667,0.666666667,3.60E-04
DDDDDCC,11,0.291666667,0.458333333,2.47E-04
DDDDDDB,22,0.291666667,0.916666667,4.95E-04
DCBBBBB,10,0.291666667,0.416666667,2.25E-04
DGG,10,0.25,0.416666667,2.24E-04
BCH,10,0.25,0.416666667,2.24E-04
BEF,21,0.25,0.875,4.71E-04
GBC,14,0.25,0.583333333,3.14E-04
HEB,7,0.25,0.291666667,1.57E-04
GFF,10,0.25,0.416666667,2.24E-04
FDF,14,0.25,0.583333333,3.14E-04
GGE,20,0.25,0.833333333,4.49E-04
FEC,14,0.25,0.583333333,3.14E-04
FFG,7,0.25,0.291666667,1.57E-04
CEFF,10,0.25,0.416666667,2.25E-04
HHCC,15,0.25,0.625,3.37E-04
FFFD,10,0.25,0.416666667,2.25E-04
HHCB,8,0.25,0.333333333,1.80E-04
FFFF,9,0.25,0.375,2.02E-04
ECCE,9,0.25,0.375,2.02E-04
ECDB,9,0.25,0.375,2.02E-04
ECFC,16,0.25,0.666666667,3.59E-04
ECFF,12,0.25,0.5,2.69E-04
FBCC,6,0.25,0.25,1.35E-04
BGGG,15,0.25,0.625,3.37E-04
CFBC,11,0.25,0.458333333,2.47E-04
BGGC,6,0.25,0.25,1.35E-04
CFCE,13,0.25,0.541666667,2.92E-04
CFDC,8,0.25,0.333333333,1.80E-04
BCBF,7,0.25,0.291666667,1.57E-04
BCDE,10,0.25,0.416666667,2.25E-04
DECF,6,0.25,0.25,1.35E-04
CBDB,7,0.25,0.291666667,1.57E-04
BCHH,9,0.25,0.375,2.02E-04
EDCB,7,0.25,0.291666667,1.57E-04
CBEE,13,0.25,0.541666667,2.92E-04
CBEC,9,0.25,0.375,2.02E-04
EDCE,8,0.25,0.333333333,1.80E-04
FCDB,11,0.25,0.458333333,2.47E-04
FCCE,10,0.25,0.416666667,2.25E-04
GBBB,12,0.25,0.5,2.69E-04
GBBC,9,0.25,0.375,2.02E-04
BHHB,7,0.25,0.291666667,1.57E-04
BDCD,12,0.25,0.5,2.69E-04
BDCB,15,0.25,0.625,3.37E-04
CCDE,23,0.25,0.958333333,5.16E-04
GGBB,19,0.25,0.791666667,4.27E-04
DBBE,11,0.25,0.458333333,2.47E-04
DBCF,11,0.25,0.458333333,2.47E-04
EEFE,14,0.25,0.583333333,3.14E-04
GCCC,6,0.25,0.25,1.35E-04
BEBB,14,0.25,0.583333333,3.14E-04
BEED,16,0.25,0.666666667,3.59E-04
BEFF,11,0.25,0.458333333,2.47E-04
CDBF,6,0.25,0.25,1.35E-04
CDBD,7,0.25,0.291666667,1.57E-04
EFFF,11,0.25,0.458333333,2.47E-04
EFFC,9,0.25,0.375,2.02E-04
DCDF,9,0.25,0.375,2.02E-04
DCDE,7,0.25,0.291666667,1.57E-04
DCFD,7,0.25,0.291666667,1.57E-04
EBCB,6,0.25,0.25,1.35E-04
EBEE,8,0.25,0.333333333,1.80E-04
FFCCC,20,0.25,0.833333333,4.49E-04
FFCCD,8,0.25,0.333333333,1.80E-04
DBCDD,9,0.25,0.375,2.02E-04
DBCBB,6,0.25,0.25,1.35E-04
DCFCC,9,0.25,0.375,2.02E-04
CFFCD,7,0.25,0.291666667,1.57E-04
EDDEE,12,0.25,0.5,2.70E-04
EDDCE,12,0.25,0.5,2.70E-04
DBDDD,7,0.25,0.291666667,1.57E-04
EDDBB,10,0.25,0.416666667,2.25E-04
DBDBB,9,0.25,0.375,2.02E-04
BCBDD,6,0.25,0.25,1.35E-04
BCDCE,7,0.25,0.291666667,1.57E-04
BCDCD,12,0.25,0.5,2.70E-04
BCDDB,9,0.25,0.375,2.02E-04
BCCED,6,0.25,0.25,1.35E-04
BCCCF,8,0.25,0.333333333,1.80E-04
BCCDB,8,0.25,0.333333333,1.80E-04
BBBBH,10,0.25,0.416666667,2.25E-04
CEDDC,7,0.25,0.291666667,1.57E-04
CEDDD,9,0.25,0.375,2.02E-04
CEDDE,7,0.25,0.291666667,1.57E-04
BCFCD,12,0.25,0.5,2.70E-04
BCFDD,12,0.25,0.5,2.70E-04
ECDDE,11,0.25,0.458333333,2.47E-04
ECDDC,9,0.25,0.375,2.02E-04
HHBBB,15,0.25,0.625,3.37E-04
CEEEE,6,0.25,0.25,1.35E-04
BBBEC,17,0.25,0.708333333,3.82E-04
BBBFC,9,0.25,0.375,2.02E-04
CDDEC,11,0.25,0.458333333,2.47E-04
BBDDF,7,0.25,0.291666667,1.57E-04
CDDBC,11,0.25,0.458333333,2.47E-04
EBBDD,6,0.25,0.25,1.35E-04
FFHHH,7,0.25,0.291666667,1.57E-04
BBCFF,11,0.25,0.458333333,2.47E-04
CDCFC,10,0.25,0.416666667,2.25E-04
CDCEE,9,0.25,0.375,2.02E-04
BBEED,10,0.25,0.416666667,2.25E-04
HHDDD,6,0.25,0.25,1.35E-04
CDDFF,6,0.25,0.25,1.35E-04
CCCEC,8,0.25,0.333333333,1.80E-04
DECCB,6,0.25,0.25,1.35E-04
DFFBB,6,0.25,0.25,1.35E-04
CCCBD,12,0.25,0.5,2.70E-04
FDDBB,9,0.25,0.375,2.02E-04
CCDEC,8,0.25,0.333333333,1.80E-04
DEDDD,12,0.25,0.5,2.70E-04
CCDDF,6,0.25,0.25,1.35E-04
CCDDB,9,0.25,0.375,2.02E-04
CCDBB,8,0.25,0.333333333,1.80E-04
CBBFC,7,0.25,0.291666667,1.57E-04
EHHHH,7,0.25,0.291666667,1.57E-04
DDBCC,9,0.25,0.375,2.02E-04
CCEDD,8,0.25,0.333333333,1.80E-04
FCCCD,8,0.25,0.333333333,1.80E-04
DDCFC,10,0.25,0.416666667,2.25E-04
DDCDC,11,0.25,0.458333333,2.47E-04
DDCEC,9,0.25,0.375,2.02E-04
CCFFC,13,0.25,0.541666667,2.92E-04
CCFDD,10,0.25,0.416666667,2.25E-04
FCDCB,8,0.25,0.333333333,1.80E-04
DDDED,18,0.25,0.75,4.04E-04
DDDEB,9,0.25,0.375,2.02E-04
CBDDC,11,0.25,0.458333333,2.47E-04
DDDBD,9,0.25,0.375,2.02E-04
DDDCF,8,0.25,0.333333333,1.80E-04
FBBBD,8,0.25,0.333333333,1.80E-04
DDECD,13,0.25,0.541666667,2.92E-04
DDECB,8,0.25,0.333333333,1.80E-04
BFFCB,6,0.25,0.25,1.35E-04
EECDD,7,0.25,0.291666667,1.57E-04
EECCD,7,0.25,0.291666667,1.57E-04
EECCB,10,0.25,0.416666667,2.25E-04
EECCC,12,0.25,0.5,2.70E-04
DCCFC,13,0.25,0.541666667,2.92E-04
DDFFF,8,0.25,0.333333333,1.80E-04
DCDCC,8,0.25,0.333333333,1.80E-04
BEEDD,8,0.25,0.333333333,1.80E-04
DBBDC,6,0.25,0.25,1.35E-04
DBBDB,7,0.25,0.291666667,1.57E-04
CBHHH,7,0.25,0.291666667,1.57E-04
DCEBB,10,0.25,0.416666667,2.25E-04
CFCFC,14,0.25,0.583333333,3.15E-04
DHHHHH,14,0.25,0.583333333,3.15E-04
BCDDDD,8,0.25,0.333333333,1.80E-04
BCDDCC,6,0.25,0.25,1.35E-04
BBBDDC,7,0.25,0.291666667,1.57E-04
BCCDDC,10,0.25,0.416666667,2.25E-04
BCCCBB,9,0.25,0.375,2.02E-04
CDCBBB,8,0.25,0.333333333,1.80E-04
BBCCBC,9,0.25,0.375,2.02E-04
BBCCDC,7,0.25,0.291666667,1.57E-04
BBBCCF,9,0.25,0.375,2.02E-04
CEEDDD,8,0.25,0.333333333,1.80E-04
CDCDDD,6,0.25,0.25,1.35E-04
BBBBCF,13,0.25,0.541666667,2.92E-04
BBBBDB,13,0.25,0.541666667,2.92E-04
BBBBHH,9,0.25,0.375,2.02E-04
CCCDCB,8,0.25,0.333333333,1.80E-04
CCCDCC,16,0.25,0.666666667,3.60E-04
HHHHHD,10,0.25,0.416666667,2.25E-04
HHHHHF,10,0.25,0.416666667,2.25E-04
HHHHBB,13,0.25,0.541666667,2.92E-04
CCCCCB,14,0.25,0.583333333,3.15E-04
CCCCDD,12,0.25,0.5,2.70E-04
CCBCBC,8,0.25,0.333333333,1.80E-04
CCBCCC,9,0.25,0.375,2.02E-04
CDDCEE,8,0.25,0.333333333,1.80E-04
FCCBBB,12,0.25,0.5,2.70E-04
FCCBBC,7,0.25,0.291666667,1.57E-04
CCBBCC,22,0.25,0.916666667,4.94E-04
CBBCBC,7,0.25,0.291666667,1.57E-04
CBBCBB,12,0.25,0.5,2.70E-04
CBBBCB,9,0.25,0.375,2.02E-04
HHHCDD,7,0.25,0.291666667,1.57E-04
CCCBBC,15,0.25,0.625,3.37E-04
CCDDCD,6,0.25,0.25,1.35E-04
EEBBBB,14,0.25,0.583333333,3.15E-04
EEBBBE,9,0.25,0.375,2.02E-04
DDDCCB,10,0.25,0.416666667,2.25E-04
DDEEEE,7,0.25,0.291666667,1.57E-04
DDDBBC,8,0.25,0.333333333,1.80E-04
CBDDDD,6,0.25,0.25,1.35E-04
DDCBBC,6,0.25,0.25,1.35E-04
DDDEED,8,0.25,0.333333333,1.80E-04
DDDEDD,10,0.25,0.416666667,2.25E-04
CBCCDD,7,0.25,0.291666667,1.57E-04
DBBDDD,10,0.25,0.416666667,2.25E-04
CCFCBC,6,0.25,0.25,1.35E-04
CCFCDD,7,0.25,0.291666667,1.57E-04
DCCDCC,8,0.25,0.333333333,1.80E-04
FFCDDD,7,0.25,0.291666667,1.57E-04
FFDDDD,7,0.25,0.291666667,1.57E-04
BDBBBB,16,0.25,0.666666667,3.60E-04
CBHHHH,7,0.25,0.291666667,1.57E-04
CFCBBB,7,0.25,0.291666667,1.57E-04
CFCBBC,7,0.25,0.291666667,1.57E-04
CFCBCD,9,0.25,0.375,2.02E-04
CFBBBB,6,0.25,0.25,1.35E-04
DBBBBD,14,0.25,0.583333333,3.15E-04
DBBBDD,12,0.25,0.5,2.70E-04
BCBCCC,7,0.25,0.291666667,1.57E-04
CEBBBB,8,0.25,0.333333333,1.80E-04
EDDDDDD,9,0.25,0.375,2.02E-04
CCBBBBB,15,0.25,0.625,3.37E-04
CCBBBCC,10,0.25,0.416666667,2.25E-04
BBBDBBB,12,0.25,0.5,2.70E-04
CDDBBBB,6,0.25,0.25,1.35E-04
BBBBDDD,21,0.25,0.875,4.72E-04
BBBBCDC,7,0.25,0.291666667,1.57E-04
BBBBCDD,10,0.25,0.416666667,2.25E-04
CBBBBCC,9,0.25,0.375,2.02E-04
DBBBBBC,6,0.25,0.25,1.35E-04
CCDDDDC,8,0.25,0.333333333,1.80E-04
BBBBBCF,6,0.25,0.25,1.35E-04
BBBBBCB,8,0.25,0.333333333,1.80E-04
BBBBBCC,14,0.25,0.583333333,3.15E-04
HHHHHHF,9,0.25,0.375,2.02E-04
DDCCBBB,10,0.25,0.416666667,2.25E-04
DDCCDDD,8,0.25,0.333333333,1.80E-04
DDDCCDD,9,0.25,0.375,2.02E-04
CBHHHHH,6,0.25,0.25,1.35E-04
DHHHHHH,10,0.25,0.416666667,2.25E-04
CBBCCDD,6,0.25,0.25,1.35E-04
BBBCDBB,6,0.25,0.25,1.35E-04
DDDDDDE,9,0.25,0.375,2.02E-04
BDBBBBB,10,0.25,0.416666667,2.25E-04
EHE,5,0.208333333,0.208333333,1.12E-04
CDH,6,0.208333333,0.25,1.35E-04
BDH,8,0.208333333,0.333333333,1.80E-04
CHC,7,0.208333333,0.291666667,1.57E-04
BFE,8,0.208333333,0.333333333,1.80E-04
BGC,7,0.208333333,0.291666667,1.57E-04
BHD,7,0.208333333,0.291666667,1.57E-04
HDB,6,0.208333333,0.25,1.35E-04
HEE,7,0.208333333,0.291666667,1.57E-04
GCF,11,0.208333333,0.458333333,2.47E-04
HFF,7,0.208333333,0.291666667,1.57E-04
HFH,9,0.208333333,0.375,2.02E-04
GEE,14,0.208333333,0.583333333,3.14E-04
FEF,14,0.208333333,0.583333333,3.14E-04
GGF,10,0.208333333,0.416666667,2.24E-04
DBE,19,0.208333333,0.791666667,4.26E-04
EEH,7,0.208333333,0.291666667,1.57E-04
EFB,18,0.208333333,0.75,4.04E-04
DEH,6,0.208333333,0.25,1.35E-04
BFFB,10,0.208333333,0.416666667,2.25E-04
CECF,11,0.208333333,0.458333333,2.47E-04
BBED,23,0.208333333,0.958333333,5.16E-04
BBEB,15,0.208333333,0.625,3.37E-04
DDBF,5,0.208333333,0.208333333,1.12E-04
FFCF,6,0.208333333,0.25,1.35E-04
DDDH,13,0.208333333,0.541666667,2.92E-04
DDFE,5,0.208333333,0.208333333,1.12E-04
FFBC,6,0.208333333,0.25,1.35E-04
DDFB,10,0.208333333,0.416666667,2.25E-04
ECEC,8,0.208333333,0.333333333,1.80E-04
ECEE,8,0.208333333,0.333333333,1.80E-04
ECCF,13,0.208333333,0.541666667,2.92E-04
HHEC,6,0.208333333,0.25,1.35E-04
FBBD,10,0.208333333,0.416666667,2.25E-04
HHFF,6,0.208333333,0.25,1.35E-04
HHFH,9,0.208333333,0.375,2.02E-04
ECFB,6,0.208333333,0.25,1.35E-04
FBDD,7,0.208333333,0.291666667,1.57E-04
FBBF,8,0.208333333,0.333333333,1.80E-04
FBCF,5,0.208333333,0.208333333,1.12E-04
FBFC,5,0.208333333,0.208333333,1.12E-04
CFBD,9,0.208333333,0.375,2.02E-04
BGGB,8,0.208333333,0.333333333,1.80E-04
CFEE,7,0.208333333,0.291666667,1.57E-04
CFFD,6,0.208333333,0.25,1.35E-04
BCEB,5,0.208333333,0.208333333,1.12E-04
DEBC,7,0.208333333,0.291666667,1.57E-04
DEDB,11,0.208333333,0.458333333,2.47E-04
BCED,9,0.208333333,0.375,2.02E-04
DEDC,6,0.208333333,0.25,1.35E-04
DEFF,7,0.208333333,0.291666667,1.57E-04
CBED,5,0.208333333,0.208333333,1.12E-04
